rok,miasto,nazwa,sentence
2020,GDYNIA,Nowoczesne i estetyczne ławki dla ulicy Górniczej,nowoczesny estetyczny ławka
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Pogórze rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Oksywie rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja
2020,GDYNIA,Kino plenerowe na Chyloni  projekcja czterech filmów w Parku Kilońskim,projekcja film
2020,GDYNIA,Doposażenie placu zabaw dla dzieci młodszych i starszych przy ul. Komandorskiej,doposażyć plac zabawić dziecko młodsza starszy komandorski
2020,GDYNIA,Gry i zabawy z mapą i kompasem   imprezy dla młodych starszych i najstarszych w dzielnicy Chwalono  Wiczlino,gra zabawa mapa kompas impreza młody starszy stary
2020,GDYNIA,Gry i zabawy z mapą i kompasem  cykliczne zajęcia dla najmłodszych na Dąbrowie,gra zabawa mapa kompas zająć młody
2020,GDYNIA,Spotkania podróżnicze spacery i spotkania dotyczące Gdyni oraz dzielnicy Wzgórze Św. Maksymiliana w Bibliotece Wiedzy,spotkać podróżniczy spacer spotkać dotyczyć
2020,GDYNIA,Zasadzenie szpaleru drzew wzdłuż ulicy Boisko,zasadzić szpaler
2020,GDYNIA,Letnie plenerowe kino w Redłowie  projekcja trzech filmów w dwóch terminach,projekcja film termin
2020,GDYNIA,Łąki kwietne w Redłowie  estetyzacja podwórek w obrębie ulic Powstania Wielkopolskiego Powstania Śląskiego,łąka kwietny estetyzacja podwórek
2020,GDYNIA,Sobotnie zajęcia sportowe na świeżym powietrzu,sobotni zająć sport świeży
2020,GDYNIA,Plac zabaw przy szkole SP ,plac zabawić
2020,GDYNIA,Festyn dzielnicowy patrona Szkoły Podstawowej nr  wraz z paradą święta ulicy Chylońskiej,festyn dzielnicowy patron parada święta
2020,GDYNIA,Park kieszonkowy  ul. Harcerska,park kieszonkowy harcerski
2020,GDYNIA,Ochrona powietrza  pakiet działań na rzecz poprawy jakości życia w Gdyni m.in. wymiana pieców samochodowy analizator spalin,ochrona pakiet działać poprawa jakość wymiana piec samochodowy analizator spaliny
2020,GDYNIA,Montaż automatycznego zewnętrznego defibrylatora ED oraz szkolenia z zakresu resuscytacji krążeniowooddechowej z wykorzystaniem ED dla  mieszkańców dzielnicy,montaż automatyczny defibrylator szkolić resuscytacja krążeniowooddechowy wykorzystać mieszkaniec
2020,GDYNIA,Kino plenerowe w Małym Karku  projekcja  filmów na świeżym powietrzu,projekcja film świeży
2020,GDYNIA,Rodzinne warsztaty budowy domków dla małych zwierząt,rodzinny warsztaty budowa zwierzę
2020,GDYNIA, imprezy na orientację dla mieszkańców dzielnicy Leszczynki,impreza orientacja mieszkaniec
2020,GDYNIA,Śladami obiektów historyczno  militarnych i walorów przyrodniczych Radiowa. Spotkania panele dyskusyjne konkursy pokazy oraz wycieczka szlakiem historycznoturystycznym.,ślad militarny walor przyrodniczy spotkać panel dyskusyjny konkurs pokaz wycieczka szlak historycznoturystyczny
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację ChwarznoWiczlino,zabawa mapa gra orientacja
2020,GDYNIA,Strzelców luminarium trampoliny i plac zabaw oraz montaż radarowych wyświetlaczy prędkości znaków ławek koszy i dystrybutorów woreczków dla psów,strzelec trampolina plac zabawić montaż radarowy wyświetlacz prędkość znak ławka kosz dystrybutor woreczek pies
2020,GDYNIA,"Budowa siłowni zewnętrznej przy ul. mjr. H. Sucharskiego 
Teren Szkoły Podstawowej nr ",budowa siłownia mjr
2020,GDYNIA,Cykl spotkań dla dzieci dorosłych i seniorów w Bibliotece Wzgórze.,spotkać dziecko dorosły senior
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Śródmieście rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja
2020,GDYNIA,Zajęcia artystycznomuzyczne edukacyjne i rekreacyjne w bibliotece Pogórze,zająć artystycznomuzyczny edukacyjny rekreacyjny biblioteka
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Dąbrowa rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja
2020,GDYNIA,Montaż lustra drogowego przy Swarzewskiej   wyjazd z parkingu  strefa  kmh,montaż wyjazd parking
2020,GDYNIA,Ławki w różnych punktach dzielnicy Pustki CisowskieDemptowo,ławka różny
2020,GDYNIA,Zaaranżowanie zieleni wzdłuż ul. Morskiej na odcinku od ul. Mireckiego do ul. Grabowo,zaaranżować zielony morski mirecki
2020,GDYNIA,Ułożenie chodnika na odcinku drogi pomiędzy ul. S. Wyspiańskiego i B. Prusa,ułożyć chodnik drogi sekunda
2020,GDYNIA,Modernizacja sceny w Parku Kilońskim,modernizacja scena
2020,GDYNIA,Zajęcia z samoobrony dla Pań w każdym wieku.,zająć samoobrona wiek
2020,GDYNIA,Fontanna na stawie przy Skwerze Księdza Piotra Mazura,fontanna staw
2020,GDYNIA,Renowacja zabytkowego okopu PS na Kolibkach,renowacja zabytkowy okop
2020,GDYNIA,Usprawnienie i rozbudowa systemu monitoringu w dzielnicach Gdyni,rozbudowa system monitoring
2020,GDYNIA,Bezpłatne lekcje tańca towarzyskiego,bezpłatny lekcja taniec towarzyski
2020,GDYNIA,Koncert z okazji Międzynarodowego Dnia Seniora,koncert okazja
2020,GDYNIA,Cykliczne spacery i pikniki na łonie natury oraz warsztaty edukacyjne dla rodziców z dziećmi,spacer piknik natura warsztaty edukacyjny rodzic dziecko
2020,GDYNIA,Warsztaty dotyczące przeciwdziałaniu agresji rówieśniczej dla dzieci młodzieży oraz rodziców z dzielnicy,warsztaty dotyczyć agresja rówieśniczy dziecko młodzież rodzic
2020,GDYNIA,Zajęcia rozwijające kreatywność   rysunek i malarstwo z natury i z wyobraźni  dla starszych dzieci i młodzieży,zająć rozwijać kreatywność rysunek natura wyobraźnia starszy dziecko młodzież
2020,GDYNIA,Remont schodów łączących ul. Wiosny Ludów z ul. Powstań Chłopskich,remont schody łączyć wiosna powstać
2020,GDYNIA,Rodzinny piknik w idei zero waste niemarnowaniabez śmieci animacje warsztaty zabawy dla dzieci i dorosłych,rodzinny piknik idea animacja warsztaty zabawa dziecko dorosły
2020,GDYNIA,Ławka z zadaszeniem do karmienia i przewijania dzieci w pobliżu placu zabaw w Parku Centralnym,ławka zadaszyć karmić przewijać dziecko plac zabawić
2020,GDYNIA,Cotygodniowe zajęcia ruchowe poprawiające prawidłowe funkcjonowanie kręgosłupa i innych stawów dla każdego z przerwą wakacyjną,zająć ruchowy poprawiać prawidłowy funkcjonować kręgosłup staw przerwa wakacyjny
2020,GDYNIA,Uporządkowanie i poprawa estetyki placu na końcu ul. Orłowskiej,uporządkować poprawa estetyk plac orłowski
2020,GDYNIA,Cykl zajęć gimnastycznych dla seniorów,zająć gimnastyczny senior
2020,GDYNIA,Stworzenie przestrzeni rekreacyjnej dla mieszkańców dzielnicy na terenie Leśnej Polany w okolicy ulicy Szafranowej,stworzyć rekreacyjny mieszkaniec
2020,GDYNIA,Kino letnie na Dąbrowie  projekcja czterech filmów w plenerze,projekcja film plener
2020,GDYNIA,Ograniczamy ilość odpadów plastikowych w Gdyni poprzez edukację rozdawanie mieszkańcom worków kompostowalnych oraz szycie i dystrybucję wielorazowych woreczków i siatek na zakupy,ograniczać ilość odpad plastikowy edukacja rozdawać mieszkaniec worek szyć dystrybucja wielorazowy woreczek siatka zakupy
2020,GDYNIA,Przeprowadzenie warsztatów szkoleniowych na terenie dzielnicy Chyloni z zakresu udzielania pierwszej pomocy przedmedycznej,przeprowadzić warsztat szkoleniowy udzielać pomoc przedmedyczny
2020,GDYNIA,Zabawa z mapą  gra terenowa na orientację Leszczynki,zabawa mapa gra orientacja
2020,GDYNIA,Renowacja placu poległych żołnierzy I Brygady  nowe nasadzenia oraz elementy małej architektury,renowacja plac poległy żołnierz nasadzić elementy architektura
2020,GDYNIA,Warsztaty szachowe dla dzieci młodzieży i dorosłych,warsztaty szachowy dziecko młodzież dorosły
2020,GDYNIA,Zajęcia samoobrony dla kobiet  mieszkanek Śródmieścia  prowadzone w systemie walki Krav Maga,zająć samoobrona kobieta mieszkanka prowadzony system walka
2020,GDYNIA,Zimowe kino w Chwalenie Wiczlino  projekcja pięciu filmów,zimowy projekcja film
2020,GDYNIA,Cykliczne warsztaty dla seniorów z dzielnicy Grabówek rozwijające pamięć i koncentrację,warsztaty senior rozwijać pamięć koncentracja
2020,GDYNIA,Park kieszonkowy w okolicy przystanku Dąbrowa Centrum,park kieszonkowy przystanek
2020,GDYNIA,Zajęcia z języka włoskiego i hiszpańskiego na Dąbrowie,zająć język włoski hiszpański
2020,GDYNIA,Projekt stworzenia identyfikacji wizualnej  dzielnic w Gdyni Orłowo Wielki Kack Wzgórze św. Maksymiliana Grabówek ChwarznoWiczlino Cisowa Obłuże Pogórze,identyfikacja wizualny
2020,GDYNIA,Organizacja biegowej imprezy w dzielnicy Mały Kack dla dzieci i młodzieży,organizacja biegowy impreza dziecko młodzież
2020,GDYNIA,Organizacja imprezy biegowej dla dzieci i młodzieży,organizacja impreza biegowy dziecko młodzież
2020,GDYNIA,Warsztaty robotyki z klockami Lego eksperymenty rytmika spotkania autorskie teatralne podróżnicze oraz z dietetyczka w Bibliotece Chylonia,warsztaty robotyk klocki eksperyment rytmika spotkać autorski teatralny podróżniczy dietetyczka
2020,GDYNIA,Budowa pochylni zewnętrznej oraz platformy schodowej ułatwiających dostęp do SP nr  dla osób z niepełnosprawnością oraz wózków dziecięcych,budowa pochylnia platforma schodowy ułatwiać dostęp osoba niepełnosprawność wózek dziecięcy
2020,GDYNIA,Cykl pokazów filmowych w plenerze,pokazówa filmowy plener
2020,GDYNIA,Teatr letni na Dąbrowie  dwa spektakle pod gołym niebem dla dzieci i dla dorosłych,teatr spektakl goły dziecko dorosły
2020,GDYNIA,Pasy ruchu dla rowerów na ul. Radcowskiej od al. Zwycięstwa do ul. Nocznickiego,pasy ruch rower radcowski
2020,GDYNIA,Sterylizacja i kastracja zwierząt właścicielskich psów i kotów,sterylizacja kastracja zwierzę właścicielski pies kot
2020,GDYNIA,Cykl zajęć gimnastyki ogólnorozwojowe z elementami pilates stretching i zdrowego kręgosłupa dla mieszkańców w każdym wieku,zająć gimnastyka ogólnorozwojowy stretching zdrowy kręgosłup mieszkaniec wiek
2020,GDYNIA,Dozownik ziarna dla kaczek przy stawie na skwerze ks. Piotra Mazura,dozownik kaczka staw skwer
2020,GDYNIA,Teren po basenach na Polance Radcowskiej  uprzątnięcie i udostępnienie mieszkańcom,basen uprzątnąć udostępnić mieszkaniec
2020,GDYNIA,Remont schodów przy ulicy Tarczycowej w Gdyni,remont schody
2020,GDYNIA,Osiem respiratorów dla szpitali na terenie Gdyni i trzy tężnie solankowe Chylonia Oksywie Wzgórze Św. Maksymiliana,respirator szpital tężnia solankowy
2020,GDYNIA,Zajęcia taneczne dla wszystkich mieszkańców niezależnie od wieku i poziomu zaawansowania,zająć taneczny mieszkaniec niezależnie wiek poziom
2020,GDYNIA,Stworzenie bezpiecznego zakątka dla kaczek poprzez zakup drewnianej platformy oraz wykonanie nasadzeń na brzegu stawu przy skwerze ks. Piotra Mazura,stworzyć bezpieczny zakątek kaczka zakup drewniany platforma nasadzić brzeg staw skwer
2020,GDYNIA,Budowa ogólnodostępnego kortu tenisowego na terenie szkoły podstawowej nr  ul. Cylkowskiego ,budowa kort tenisowy
2020,GDYNIA,Zakup pojazdu transportowego dla Poszukiwawczego Ochotniczego Pogotowia Ratunkowego w Gdyni,zakup pojazd sport
2020,GDYNIA,Stworzenie przestrzeni angażującej seniorów młodzież dzieci i rodziców na skwerze przy ul. Cylkowskiego,stworzyć angażować senior młodzież dziecko rodzic skwer
2020,GDYNIA,Domkihotele dla owadów w trzech lokalizacjach SP nr  Leśna Polana Park Kieszonkowy przy ul. Piętowej,owad lokalizacja piętowy
2020,GDYNIA,Festyn integracyjny wspólne sadzenie kwiatów oraz wyprzedaż garażowa,festyn integracyjny wspólny sadzić kwiat wyprzedaż garażowy
2020,GDYNIA,Zwiedzanie Gdańska z przewodnikiem przez uczniów szkół podstawowych na Dąbrowie,zwiedzać przewodnik uczeń
2020,GDYNIA,Działania na rzecz zachowania zieleni wysokiej w mieście  wymiana nawierzchni wokół drzew na przepuszczalną w różnych lokalizacjach,zachować zielony wysoki wymiana nawierzchnia przepuszczalny różny lokalizacja
2020,GDYNIA,Instalacja elementów gwarantujących pozostawienie szerokich chodników dla pieszych na terenie dzielnic,instalacja gwarantować pozostawić szeroki chodnik pieszy
2020,GDYNIA,Sieć poideł dla ludzi i zwierząt,sieć człowiek zwierzę
2020,GDYNIA,Sieć domków dla ptaków na terenie miasta,sieć ptak
2020,GDYNIA,Warsztaty z zakresu edukacji kulturalnej i społecznej dla mieszkańców gdyńskich dzielnic,warsztaty edukacja kulturalny społeczny mieszkaniec gdyński
2020,GDYNIA,Sieć psich wybiegów w dzielnicach,sieć psi wybieg
2020,GDYNIA,Parki kieszonkowe w dzielnicach,park kieszonkowy
2020,GDYNIA,Zagospodarowanie terenu zielonego jako miejsca spotkań mieszkańców,zagospodarować spotkać mieszkaniec
2020,GDYNIA,Wieża od nowa,wieża
2020,GDYNIA,Trasa pieszorowerowa z miejscami wypoczynku i rekreacji od Spokojnej Mały Kack do wieży widokowej Kolibki Orłowo.,trasa pieszorowerowy wypoczynek rekreacja wieża widokowy
2020,GDYNIA,Opieka wytchnieniowa,opieka
2020,GDYNIA,Udostępnienie niewykorzystanych pracowni w szkołach i miejscach otwartych na potrzeby warsztatów manualnokonstruktorskorzemieślniczych dla mieszkańców,udostępnić wykorzystać pracownia potrzeba warsztat manualnokonstruktorskorzemieślniczy mieszkaniec
2020,GDYNIA,Otwarte spotkania i warsztaty dla dzieci i dorosłych na rzecz walki z dyskryminacją,spotkać warsztaty dziecko dorosły walka dyskryminacja
2020,GDYNIA,Panel obywatelski poświęcony przyszłości gdyńskiej edukacji,panel obywatelski poświęcić przyszłość gdyński edukacja
2020,GDYNIA,Półkolonie dla dzieci z niepełnosprawnościami,półkolonia dziecko niepełnosprawność
2020,GDYNIA,Eduard Kacza  ścieżka edukacyjna wzdłuż zrewitalizowanej rzeki Kaczej,edukacyjny zrewitalizować rzeka
2020,GDYNIA,Bezpieczeństwo przed szkołami system wyniesień i kontrola prędkości,system wynieść kontrola prędkość
2020,GDYNIA,Defibrylatory ED w przestrzeni miejskiej  Zadbajmy o zdrowie i życie mieszkańców Gdyni dając im narzędzia zwiększające ich szanse na szybką i fachową pomoc.,defibrylator mieszkaniec dawać zwiększać szansa szybka fachowy pomoc
2020,GDYNIA,Zagospodarowanie terenu pomiędzy wieżowcami przy ul. Wiejskiej  w Gdyni i ul. Chylońskiej  w Gdyni,zagospodarować wieżowiec wiejski chyloński
2020,GDYNIA,Oświetlenie miejskie na ulicy Korzennej od przystanku KM w stronę osiedla,oświetlić przystanek
2020,GDYNIA,Płyta upamiętniająca miejsce w którym w  r w geście solidarności i podtrzymania w Polakach nadziei na wolność modlił się ks. Doliny Ruotolo z Neapolu,płyta upamiętniać gest solidarność podtrzymać nadzieja wolność modlić dolina
2020,GDYNIA,Otwarty międzyosiedlowych teren rekreacyjnosportowy,międzyosiedlowy sport
2020,GDYNIA,Ustawienie ławek wzdłuż ul.  Lutego,ustawić ławka luty
2020,GDYNIA,Turniej piłki nożnej  boisko Stolarska  Krawiecka,turniej piłka nożny
2020,GDYNIA,Ekofestyn i sprzątanie lasu na Wzgórzu Św. Maksymiliana,ekofestyn sprzątać las
2020,GDYNIA,Turnieje piłki halowej  liga,turniej piłka halowy ligać
2020,GDYNIA,Promocja projekt materiałów reklamowych wydruk promocja wydarzenia w mediach,promocja materiał reklamowy wydruk promocja media
2020,GDYNIA,Sprawny Przedszkolak czyli sportowe BC,sprawny sport
2020,GDYNIA,Kino plenerowe na Wzgórzu Św. Maksymiliana trzy dni pokazów,pokazówa
2020,GDYNIA,Mini Siatkówka dziewcząt  Puchar Kępy Oksywskiej,dziewczę
2020,GDYNIA,Zumba na Obrazu,zumba
2020,GDYNIA,Eliminacje do Mistrzostw Świata w pojawianiu bursztynu na plazy Gdynia Śródmieście,eliminacje pojawiać bursztyn
2020,GDYNIA,Wybieg dla psów wraz z odnową parku na Wzgórzu Św. Maksymiliana,wybieg pies odnowa park
2020,GDYNIA,Biesiada w Małym Karku,biesiada
2020,GDYNIA,Plac zabaw przy SP  i festyn rodzinny na polanie leśnej,plac zabawić festyn rodzinny polan leśna
2020,GDYNIA,Wykonanie kanalizacji burzowej na ul. Anyżowe  działa ,kanalizacja burzowy anyżowy
2020,GDYNIA,Miejsce spotkań piknikowych,spotkać piknikowy
2020,GDYNIA,Solarne oświetlenie terenu po byłym baraku mieszkalnym przy ulicy Dedala,solarny oświetlić barak mieszkalny
2020,GDYNIA,Organizacja Światowego Dnia Świadomości Autyzmu w Gdyni  kwiecień ,organizacja kwiecień
2020,GDYNIA,Plac zabaw dla dzieci w wieku  lat i luminarium przy Zespole Szkół Chłodniczych i Elektrycznych w Gdyni  przy ulicy Sambora .,plac zabawić dziecko wiek
2020,GDYNIA,Modernizacja asfaltowego boiska przy ul. Dedala .,modernizacja asfaltowy
2020,GDYNIA,Konsultacje społeczne o przyszłości Polanki Radcowskiej,konsultacja społeczny przyszłość
2020,GDYNIA,Śródmiejski ogród zabaw,śródmiejski ogród zabawić
2020,GDYNIA,SKATEPARK ul. Malinowa,skatepark malinowy
2020,GDYNIA,Plac Sportów Miejskich  Street Workout oraz Parkour,plac
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji podstawowej w dzielnicy,panel obywatelski poświęcić przyszłość edukacja
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji na terenie dzielnicy,panel obywatelski poświęcić przyszłość edukacja
2020,GDYNIA,Panel obywatelski dotyczący projektu Klimatycznego Centrum wraz z wypracowaniem propozycji obywatelskich,panel obywatelski dotyczyć propozycja obywatelski
2020,GDYNIA,Panel obywatelski poświęcony przyszłości edukacji podstawowej w dzielnicy,panel obywatelski poświęcić przyszłość edukacja
2020,GDYNIA, nowoczesnych i estetycznych śmietników dla Finałowa,nowoczesny estetyczny śmietnik
2020,GDYNIA, nowoczesnych i estetycznych śmietników dla dolnego Wielkiego Kaczka,nowoczesny estetyczny śmietnik dolny
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Orłowo,ekologiczny kurtyna wodny dziecko
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Wzgórze Św. Maksymiliana,ekologiczny kurtyna wodny dziecko
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Śródmieście,ekologiczny kurtyna wodny dziecko
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Chylonia,ekologiczny kurtyna wodny dziecko
2020,GDYNIA,Ekologiczne kurtyny wodne dla naszych dzieci w szkołach i przedszkolach. Cisowa,ekologiczny kurtyna wodny dziecko cisowy
