rok,miasto,nazwa
2019,Łódź,"Zakup książek i audiobooków dla Biblioteki na ""Piaskach"". "
2019,Łódź,Wykonanie remontu nawierzchni oraz chodników (strona południowa) ulicy Lorentza od ul. Ossowskiego do ul. Kasprzaka. 
2019,Łódź,Zakup książek i audiobooków dla czytelników Biblioteki Miejskiej Filii nr . 
2019,Łódź,Zakup książek i audiobooków dla użytkowników Biblioteki Miejskiej Filia nr . 
2019,Łódź,Chodnik do Centrum Diagnozy i Terapii Autyzmu w Łodzi NAVICULA na ul. Cedry . 
2019,Łódź,Utworzenie przejścia dla pieszych przez ul. Rąbieńską na wysokości ul. Cedry. 
2019,Łódź,Parking dla  aut przy ul. Cedry. 
2019,Łódź,Oświetlenie ulicy prof. W. Deca na Złotnie. 
2019,Łódź,Rewitalizacja PM  z Oddziałami Integracyjnymi 
2019,Łódź,Modernizacja budynku PM . 
2019,Łódź,Remont pomieszczeń w budynku Żłobka nr . 
2019,Łódź,Prestiżowa sala sportowa remont Sali gimnastycznej SP . 
2019,Łódź,Wykonanie ekspertyzy przyrodniczo-hydrologicznej dla części Parku Piłsudskiego przy Rezerwacie Przyrody „Polesie Konstantynowskie” 
2019,Łódź,Karma dla zwierząt. 
2019,Łódź,Wspieranie aktywnej nauki oraz rozwoju motorycznego przedszkolaków poprzez wykorzystanie tablicy multimedialnej i podłogi interaktywnej. 
2019,Łódź,"Remont elewacji zabytkowej kamienicy przy ul. Pogonowskiego  w dawnej dzielnicy ""Wiązowej"" z  r. "
2019,Łódź,Tężnia Nad Karolewką. 
2019,Łódź,Montaż zdroju wody pitnej w parku Poniatowskiego. 
2019,Łódź,Montaż zdroju wody pitnej w Parku Piłsudskiego (Na Zdrowiu). 
2019,Łódź,Bezpieczne przejście dla pieszych na wysokości ul. Traktorowej  (przy Mikomedzie). 
2019,Łódź,Poprawa bezpieczeństwa w okolicy SP  i orlika. 
2019,Łódź,"Park Jurajski, czyli plac zabaw dla małych i dużych. "
2019,Łódź,Rewitalizacja Uroczyska Lublinek. 
2019,Łódź,Trasa dla biegaczy na Popiełuszki. 
2019,Łódź,Połączmy drogi rowerowe na Retkini. 
2019,Łódź,Modernizacja pracowni informatycznej w XXXIII Liceum Ogólnokształcące z możliwością swobodnego korzystania przez osoby niepełnosprawne. 
2019,Łódź,Projekt budowy kanału deszczowego w ul. Fizylierów na odcinku od posesji nr  do ul. Spadochroniarzy wraz z przebudową tarczy skrzyżowania ul. Spadochroniarzy - ul. Fizylierów. 
2019,Łódź,Bezpieczny plac zabaw dla psów. 
2019,Łódź,Bezpieczny plac zabaw dla psów. 
2019,Łódź,Bezpieczny plac zabaw dla psów. 
2019,Łódź,Czyściej na Al. Wyszyńskiego. 
2019,Łódź,Nowy blask starej latarni na Os. Mireckiego. 
2019,Łódź,Chodnik między ulicami Owsianą i Pszenną. 
2019,Łódź,Wyposażenie Jednostki Ochotniczej Straży Pożarnej Łódź Retkinia w samochód do ratownictwa technicznego. 
2019,Łódź,"Remont dwóch łazienek dziecięcych w budynku Żłobka nr , ul. Karolewska /. "
2019,Łódź,"Wyposażenie w kąciki tematyczne, pomoce dydaktyczne oraz zabawki w budynku Żłobka nr , ul. Karolewska /. "
2019,Łódź,Okno na świat - ogród sensoryczny. 
2019,Łódź,Park im. Ks. J. Poniatowskiego dla biegaczy. 
2019,Łódź,Chodnik między ulicami Owsianą i Grochową. 
2019,Łódź,Wymiana lamp oświetleniowych. 
2019,Łódź,Czujnik i tablica multimedialna informująca o jakości powietrza. 
2019,Łódź,Wiewiórki w Parku na Zdrowiu – budki lęgowe i karmniki. 
2019,Łódź,Chodnik na ul. Rąbieńskiej. 
2019,Łódź,Oświetlenie ul. Bierezina. 
2019,Łódź,Nasz las na Złotnie. 
2019,Łódź,Oświetlenie ul. Rąbieńskiej. 
2019,Łódź,Zielone Koziny - Zielony parking przy ul. Drewnowskiej. 
2019,Łódź,Rowerowe Stare Polesie. 
2019,Łódź,Siewna - parking przy cmentarzu zamiast zbędnej drogi rowerowej. 
2019,Łódź,Park na Górce Retkińskiej - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Plac zabaw ul. Objazdowa  - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Nowoczesna szatnia szkolna- remont szatni w budynku SP . 
2019,Łódź,Kolorowa kraina malucha- zakup wyposażenia i zabawek w żłobku nr . 
2019,Łódź,Remont toalety w żłobku nr . 
2019,Łódź,Sala językowa dla uczniów SP . 
2019,Łódź,Remont szatni w budynku SP . 
2019,Łódź,Sygnalizacja świetlna na przejściu dla pieszych. 
2019,Łódź,Przebudujemy ul.Praussa - Etap I. 
2019,Łódź,Remont chodnika wzdłuż Praussa- Etap I. 
2019,Łódź,Samochód pogotowia interwencyjnego - Dom Dziecka dla Małych Dzieci. 
2019,Łódź,Zakup książek i audiobooków dla Filii nr  Biblioteki Miejskiej. 
2019,Łódź,Ratujemy pomnik przyrody - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Leśny plac zabaw w Parku Zdrowie - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Park kieszonkowy ul. Norwida - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Miejscowy plan zagospodarowania dla kwartału - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Zielona ławeczka Norwida - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Zielone ulice Karolewa uzupełnienie szpaleru drzew - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Park sztuki - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Park piknikowy i plac zabaw - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Przejście dla pieszych ul. Wileńska  - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Park Karolew nadanie boisku szkolnemu funkcji parkowo sportowej- inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Zielone przejście podziemne na Bandurskiego nasadzenia drzew – Inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,"Remont chodnika południowej strony ul. Wileńskiej odcinek "" pomiędzy torami"" od posesji numer  do numeru . "
2019,Łódź,Zakup książek i audiobooków dla bibliotek ( dla dorosłych oraz dla dzieci i młodzieży) do wypożyczania. 
2019,Łódź,Przejście dla pieszych ul. Norwida i ul. Karolewska - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Przejście podziemne pełne życia - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Zielony łącznik między Parkiem Poniatowskiego i Parkiem na Zdrowiu- inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Miejscowy plan zagospodarowania przestrzennego dla Retkińskiego Pola. 
2019,Łódź,Mała architektura parkowa. 
2019,Łódź,Rodzina na swoim - powiększenie wybiegu surykatek w łódzkim ZOO. 
2019,Łódź,Przebudowa ulicy Tobruk (na odcinku od ul. Rowerowej do ul. Namiotowej) wraz z budową ciągów pieszych oraz niezbędnej infrastruktury. 
2019,Łódź,Lustrzane osiedle. 
2019,Łódź," Rybka lubi pływać - rodzinna edukacja ichtiologiczna, zawody w wędkowaniu z nauką rozpoznawania ryb i płazów. "
2019,Łódź,"Zacieniony, oddalony od ruchu ulicznego plac zabaw oraz siłownia na skrzyżowaniu ul. Kasprzaka i ul. Drewnowskiej. "
2019,Łódź,Remont chodnika. 
2019,Łódź,Droga rowerowa wzdłuż ul. Biegunowej od ul. Krańcowej do ul. Garnizonowej. 
2019,Łódź,Droga rowerowa wzdłuż ul. Biegunowej od ul. Krakowskiej do ul. Krańcowej. 
2019,Łódź,Sky Weavers Łódź - Quidditch dla każdego. 
2019,Łódź,Sky Weavers Łódź - Quidditch dla każdego. 
2019,Łódź,Remont kuchni w Żłobku nr . 
2019,Łódź,Modernizacja szatni szkolnych. 
2019,Łódź,Wyjazd z Lublinka do ul. Maratońskiej etap II. 
2019,Łódź,Siłownia plenerowa w Parku na Smulsku. 
2019,Łódź,Chodnik ul. Jerzego etap I. 
2019,Łódź,Wyjazd z Lublinka do ul. Maratońskiej etap III. 
2019,Łódź,Kieszonkowy park Św. Jerzego. 
2019,Łódź,Ekrany akustyczne na przystankach tramwajowych pod wiaduktem ul. Mickiewicza/ ul. Żeromskiego. 
2019,Łódź,Więcej ławek na terenie uroczyska Lublinek. 
2019,Łódź,Nasadzenia drzew długowiecznych na uroczysku Lublinek. 
2019,Łódź,Zakup książek i audiobooków dla Biblioteki z Kotem - Filii nr  Biblioteki Miejskiej. 
2019,Łódź,Bezpieczna Jedenastka. 
2019,Łódź,Nowoczesna szatnia w Jedenastce. 
2019,Łódź,Multimedialna Szkoła. (Modernizacja sal multimedialnych w SP ). 
2019,Łódź,Rozbudowa infrastruktury rekreacyjno - sportowej przy SP . 
2019,Łódź,"Urządzenie zielonego skweru parkowego na Złotnie, róg ul. Podchorążych i ul. Napoleońskiej. "
2019,Łódź,Plac zabaw dla dzieci w Ogrodzie Botanicznym- etap I. 
2019,Łódź,Doposażenie szpitala położniczego im. M. Madurowicza w aparaty KTG oraz detektory tętna płodu. 
2019,Łódź,Zakup lodówki oraz mikrofalówki dla pacjentek szpitala położniczego im. M.Madurowicza. 
2019,Łódź,Pszczółka Maja - wiatrak który pokaże kierunek i siłę wiatru - dla najmłodszych i trochę starszych. 
2019,Łódź,Opracowanie dokumentacji projektowej i budowa oświetlenia ul. Pienistej na długości  m (odcinek od ul. Pienistej A w kierunku ul. Plocka). 
2019,Łódź,Chodnik przy płytach - etap III -  m na ul. Pienista w kierunku ul. Franciszka Plocka (dojście na uroczysko Lublinek). 
2019,Łódź,"Kompleksowa budowa FlowParku (street workout, parkour przystosowany dla dzieci, street workout dla niepełnosprawnych) - Nowe Polesie. "
2019,Łódź,Remont klatek schodowych budynku frontowego i oficyny oraz prześwitu bramowego w budynku frontowym. 
2019,Łódź,Piknik integracyjny dla mieszkańców osiedla Retkinia. 
2019,Łódź,"Nasadzenia krzewów i bylin kwitnących przez cały sezon na podwórku osiedlowym: ul. Daniłowskiego , Al. Unii Lubelskiej /. "
2019,Łódź,Pielęgnacja Alei Klonów Srebrzystych przy ul. Jarzynowej. 
2019,Łódź,Wyjazd z Lublinka do ul. Maratońskiej etap I. 
2019,Łódź,"Mural dla seniorek, czyli wprowadzamy sztukę na wyremontowany dziedziniec -go Domu Pomocy Społecznej na Polesiu. "
2019,Łódź,Remont oddziału dla Mieszkanek -go Domu Pomocy Społecznej na Starym Polesiu - Pomagajmy. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Lublinek - Pienista. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Retkinia Zachód- Smulsko. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Józefa Montwiłły- Mireckiego. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Złotno. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Karolew- Retkinia Wschód. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Koziny. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Stare Polesie. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Zdrowie- Mania. 
2019,Łódź,Remont korytarzy i klatek schodowych w SP  na miarę XXI wieku. 
2019,Łódź,Piknik rodzinny z mapą. 
2019,Łódź,Podziemne kontenery na odpady. 
2019,Łódź,Park rekreacyjny- Łódź- Pienista. 
2019,Łódź,Boisko wielofunkcyjne - Łódź- Pienista. 
2019,Łódź,Zabudowa części korytarza I klatki schodowej na parterze w bloku nr  na Retkinii. 
2019,Łódź,Dwie nowoczesne pracownie- terminalowa i mobilna pracownia komputerowa w SP. 
2019,Łódź,Odwodnienie i wykonanie nawierzchni na drodze dojazdowej - Smulsko. 
2019,Łódź,Zielone przystanki na os. Karolew- Retkinia Wschód. 
2019,Łódź,Zajezdnia Muzealna Brus- dostosowanie hali do zwiedzania oraz naprawa toru. 
2019,Łódź,Zajezdnia Muzealna Brus- przywrócenie historycznej wiaty przystankowej. 
2019,Łódź,Rodzinna Strefa Gier Podwórkowych na Starym Polesiu. 
2019,Łódź,"Renowacja pomnika ""Macierzyństwo"". "
2019,Łódź,Dodatkowe ławki na przystanku ul. Żeromskiego- al. Mickiewicza. 
2019,Łódź,Budowa placu zabaw przy ul. Wapiennej. 
2019,Łódź,Dodatkowe ławki na przystanku al. Włókniarzy- ul. Długosza. 
2019,Łódź,Dodatkowe ławki na przystanku ul.Gdańska- ul. Struga. 
2019,Łódź,Dodatkowe ławki na przystanku ul.Gdańska- ul. Zielona. 
2019,Łódź,Niwelacja nierówności na ścieżce rowerowej przy ul. Drewnowskiej. 
2019,Łódź,Wymiana nawierzchni na parkingu przy ul. Wapiennej. 
2019,Łódź,"Odwodnienie przystanku na ul. Solec, przy ul. Borowej. "
2019,Łódź,EFR - Uczymy się skutecznie ratować- zdrowie. 
2019,Łódź,Remont i budowa chodników wzdłuż ulic: Pienistej Sołtyka i Plocka 
2019,Łódź,Sprzęt konferencyjny dla SP . 
2019,Łódź,Zielony Skwer przy Szkole. 
2019,Łódź,Remont ul. Cedry - część I. 
2019,Łódź,Rondo na ul. Traktorowej. 
2019,Łódź,Nakładka asfaltowa na ul. Wykowej. 
2019,Łódź,Ustawienie nowych wiat przystankowych na Złotnie. 
2019,Łódź,Stacja Łódzkiego Roweru Publicznego na Złotnie. 
2019,Łódź,Parking w centrum Osiedla Złotno. 
2019,Łódź,Wybieg dla psów. 
2019,Łódź,Plac zabaw na Starym Złotnie. 
2019,Łódź,Hełmy z łącznością dla Ochotniczej Straży Pożarnej Łódź - Stare Złotno. 
2019,Łódź,Budowa chodnika wzdłuż ul. Traktorowej. 
2019,Łódź,Tak dla zieleni w mieście - Nowy Park Miejski. 
2019,Łódź,Budowa chodnika na ul. Pienistej i na ul. Rusałki 
2019,Łódź,Remont ulicy Falistej na odcinku od ul. Obywatelskiej do ul. Burzliwej 
2019,Łódź,MINI PARK przy ul. Dennej - Etap część spacerowa i rowerowo- rolkarska. 
2019,Łódź,Remont chodnika wzdłuż ul. Wlatera- Janke na odcinku od ul. Wyszyńskiego do ul. Pienistej. 
2019,Łódź,"Przejście dla pieszych przez al. Politechniki między akademikami Politechniki Łódzkiej, a Kampusem B Politechniki Łódzkiej. "
2019,Łódź,"Plac zabaw "" Pętla Bratysławska"". Etap drugi. "
2019,Łódź,Wymiana parkietu w ciągach komunikacyjnych XXVI LO. 
2019,Łódź,Modernizacja szatni szkolnych w XXVI LO. 
2019,Łódź,Zabawolandia. 
2019,Łódź," - Chcemy żyć zdrowo i sportowo - Nowe boisko potrzebujemy, smartfonom dziękujemy. "
2019,Łódź,EFR - Uczymy się skutecznie pomagać. 
2019,Łódź,Retkińskie kino seniora. 
2019,Łódź,RONDO WALTERA- JANKE- PIENISTA- NOWE SADY- wyznaczenie ronda na skrzyżowaniu ulic al. Waltera- Janke/ Pienista/ Nowe Sady. 
2019,Łódź,RONDO PIENISTA- OBYWATELSKA- budowa ronda na skrzyżowaniu ulic Pienista/ Obywatelska. 
2019,Łódź,ZIELONE PRZYSTANKI na osiedlu czyli więcej cienia w upalne dni. 
2019,Łódź,Remont chodnika na wysokości bloku nr  przy al. Wyszyńskiego . 
2019,Łódź,"AKTYWNE PRZEJŚCIA DLA PIESZYCH - ul. Wileńska na wysokości pos. , ul. Wileńska/ ul. Wygodna oraz ul. Wróblewskiego/ ul. Wioślarska. "
2019,Łódź,RONDO NA RETKIŃSKIEJ - budowa ronda na skrzyżowaniu ulic Retkińska/ Kusocińskiego/ Hufcowa. 
2019,Łódź,REMONT przejścia podziemnego pod al. Bandurskiego przy ul. Wileńskiej. 
2019,Łódź,Uporządkujemy ul. Łubinową. 
2019,Łódź,Szafka dla każdego - szatnia w SP . 
2019,Łódź,Główka pracuje- zajęcia z programowania robotów w PM . 
2019,Łódź,Z głową w gwiazdach - zakup mobilnego planetarium dla uczniów. 
2019,Łódź,EFR - uczymy się skutecznie ratować - M. Mireckiego. 
2019,Łódź,EFR - uczymy się skutecznie ratować - Stare Polesie. 
2019,Łódź,Stojaki na rowery. 
2019,Łódź,Głogi jak nowe. 
2019,Łódź,Ruch to Zdrowie. 
2019,Łódź,Bezpieczne Smulsko - monitoring miejski na osiedlu Smulsko. 
2019,Łódź,Zielony bulwar nad Bałutką. 
2019,Łódź,Zakup nowego zegara sportowego na lodowisko Bombonierka. 
2019,Łódź,Pielęgnacja części Parku na Zdrowiu pomiędzy ul. Biegunową a Siewną. 
2019,Łódź,Z kulturą za Pan Brat od najmłodszych lat. 
2019,Łódź,Mikrogranty dla Lublinka. 
2019,Łódź,Adaptacja pomieszczeń w Pałacu Młodzieży do funkcji studia nagrań i Sali widowiskowej. 
2019,Łódź,Pasaż Wileńska - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,TERMOMODERNIZACJA budynku PM  przy ul. Olimpijskiej . 
2019,Łódź,"Bezpieczny przedszkolak, bezpieczna zabawa - wymiana ogrodzenia wokół terenu PM . "
2019,Łódź,Interaktywne przedszkolaki. 
2019,Łódź,EFR - Uczymy się skutecznie ratować - Retkinia. 
2019,Łódź,Remont ul. Popiełuszki (ul. Kusocińskiego do ul. Łyżwiarskiej). 
2019,Łódź,Bezpieczny ogród- bezpieczna zabawa - całkowita wymiana ogrodzenia przy PM . 
2019,Łódź,Ogród Ekologiczno - Edukacyjny z ścieżką sensoryczną w PM . 
2019,Łódź,Modernizacja szatni w PM . 
2019,Łódź,Las przy szpitalu na ul. Wileńskiej stanie się parkiem - inicjatywa plac sąsiedzki ławeczka Norwida Karolew. 
2019,Łódź,Ruch to Zdrowie. 
2019,Łódź,STOP WANDALOM - Monitoring placu zabaw i tajemniczego ogrodu oraz fragmentu ul. Legionów. 
2019,Łódź,Zadbajmy o najmniejszych mieszkańców parku na Zdrowiu. 
2019,Łódź,Zabudowa części korytarza klatki schodowej. 
2019,Łódź,SMULSKO BEZ KORKÓW! - przejezdna ul. Pływacka. 
2019,Łódź,Las Młodej Łodzi. 
2019,Łódź,Street Workout Park - Pętla Bratysławska. 
2019,Łódź,Łódzkie ZOO za darmochę- bezpłatny wstęp i zajęcia edukacyjne dla poleskich szkół podstawowych 
2019,Łódź,Remont ogrodzenia wraz z bramą i furtkami wejściowymi żłobka. 
2019,Łódź,Budowa ekranów przeciwhałasowych na Kozinach. 
2019,Łódź,Pozbądźmy się martwych gołębi z ulic. 
2019,Łódź,Podwyższenie przystanków wokół Placu Barlickiego. 
2019,Łódź,Budowa podświetlonej tężni solankowej wzorowanej na Ciechocińskiej - na Placu Hallera. 
2019,Łódź,Bezpieczna Rowerownia Osiedlowa. 
2019,Łódź,Oświetlony chodnik na Skwerze przy ul. Jęczmiennej. 
2019,Łódź,Cywilizacja parkowania na Starym Polesiu - słupki. 
2019,Łódź,Uzupełnienia szpalerów drzew na Starym Polesiu i nowe nasadzenia. 
2019,Łódź,Nauka jazdy na łyżwach dla dzieci z łódzkich przedszkoli i szkół na lodowisku Retkinia. 
2019,Łódź,Rozbudowa i remont szatni wraz z zapleczem socjalnym na lodowisku Retkinia. 
2019,Łódź,Grill betonowy na Uroczysku Lublinek - obok oczka wodnego. 
2019,Łódź,MAMY przestrzeń na Zdrowiu. 
2019,Łódź,Kaczy Catering na Zdrowiu. 
2019,Łódź,MAMY przestrzeń w Parku Poniatowskiego. 
2019,Łódź,Kaczy Catering w Parku Poniatowskiego. 
2019,Łódź,MAMY przestrzeń w Ogrodzie Botanicznym. 
2019,Łódź,Młodość pełna pasji - bezpłatne zajęcia sportowo- rekreacyjne dla studentów. 
2019,Łódź,Zakup sprzętu sportowego dla studentów Politechniki Łódzkiej startujących w akademickich rozgrywkach sportowych. 
2019,Łódź,Atak klonów. 
2019,Łódź,Nasadzenia wzdłuż ul. Traktorowej i przedłużenia ul. Łubinowej. 
2019,Łódź,Rondo pinezkowe na skrzyżowaniu ul. Traktorowej i ul. Łubinowej. 
2019,Łódź,Wskocz do łódzkiego ZOO za darmo - bezpłatny wstęp i zajęcia edukacyjne dla poleskich podstawówek. 
2019,Łódź,"Budowa chodnika dla pieszych w pasie drogowym wzdłuż ul. Zapaśniczej, na odcinku pomiędzy ul. Gimnastyczną i ul. Kolarską zgodnie z opracowanym projektem technicznym. "
2019,Łódź,Przyjazne dziecku wyposażenie ogrodu żłobkowego. 
2019,Łódź,"Ogrodzona, zadbana przestrzeń parkowa przyjazna dla ludzi i małych zwierząt dostosowana do działań artystyczno- rozrywkowych. "
2019,Łódź,"Nowe urządzenia zabawowe dla dzieci na Zieleńcu między ul. Chodkiewicza, a Wyspiańskiego. "
2019,Łódź,Nowe urządzenia zabawowe dla dzieci na Zieleńcu przy ul. Wileńskiej . 
2019,Łódź,Innowacyjna SP - multimedialne pracownie oraz funkcjonalna szatnia. 
2019,Łódź,Ruch to Zdrowie. 
2019,Łódź,Biegówki na Zdrowiu. 
2019,Łódź,Doposażenie w ławki i kosze na odpady otoczenia Nowoczesnej Strefy w Parku na Zdrowiu. 
2019,Łódź,Budowa chodnika - dalszy odcinek. 
2019,Łódź,NOWE ŻYCIE STARYCH RZECZY - warsztaty dla dzieci z upcyklingu. 
2019,Łódź,"Unihokej bawi, uczy i wychowuje - ogólnodostępne zajęcia sportowe dla dzieci i młodzieży. "
2019,Łódź,Bezpiecznie do Parku Poniatowskiego - poprawa bezpieczeństwa i przejazd na przejściu przez ul. Żeromskiego. 
2019,Łódź,Na drugą stronę - przejazd rowerowy na skrzyżowaniu ul. Zielona - ul.  Maja. 
2019,Łódź,Garaż przy remizie OSP Nowe Złotno dla pojazdu techniczno- ratowniczego. 
2019,Łódź,"Zielone Polesie na CAŁEJ ul. Gdańskiej, także od al. Mickiewicza do ul. Żwirki. "
